,embedding,node_id
260,"[ 3.04353619  0.          2.51930404  0.35148564  1.57383692  0.
  3.86687899  0.          3.87278771  0.          4.25456047  0.          0.
  1.86165416  0.77960956  3.96639395  4.00317526  0.          0.
  0.55951768  1.42814708  0.46887246  0.41001803  1.85233009  0.          0.
  0.64871985  1.38362741  0.          0.62479287  0.          2.37675476]",466
261,"[ 3.32396173  0.          2.97642159  0.72802436  1.45920563  0.
  4.40949345  0.          4.62403011  0.          4.43682861  0.          0.
  2.17193508  0.5391953   4.24004793  4.28935957  0.          0.
  0.64892447  1.80388248  0.26437724  0.72896332  2.38766217  0.          0.
  0.62270063  1.31052995  0.          0.60182929  0.          2.67741489]",467
262,"[ 2.80255389  0.          1.89851558  0.23125514  1.05995715  0.          3.3752327
  0.          3.18215942  0.          4.1980896   0.          0.
  1.64700079  0.40001985  3.06102324  3.65344596  0.          0.
  0.06755508  1.08015788  0.          0.61491662  1.43462968  0.
  0.26113966  0.72421598  0.36663562  0.          0.          0.
  1.70452273]",1080
263,"[ 2.91176367  0.          2.28176212  0.586133    1.03691936  0.
  3.45394063  0.          3.51552248  0.24521646  4.24311924  0.          0.
  1.93654335  0.29051596  3.57618594  3.58802819  0.          0.
  0.51769733  1.47115147  0.          0.33881837  1.67210996  0.
  0.67094624  0.49854231  0.71846545  0.          0.          0.
  1.98054492]",1081
264,"[ 2.63484621  0.          1.84718955  0.47993064  1.02614045  0.          3.4395175
  0.          3.13204718  0.1050795   4.17679358  0.          0.
  1.86258388  0.29986116  2.84160399  3.38903069  0.          0.
  0.36836419  1.44189167  0.12458844  0.04319529  1.51851845  0.
  0.48427221  0.7166239   0.69787574  0.          0.          0.
  1.68550265]",1082
265,"[ 2.90115023  0.          1.84372044  0.60331154  1.15913033  0.
  3.51298499  0.          3.368433    0.          3.71776223  0.          0.
  2.22993875  0.08737727  3.57158136  3.45969558  0.          0.
  0.34968147  1.08848155  0.          0.          1.43124342  0.
  0.85596937  0.8768242   0.67701089  0.          0.          0.
  1.63463187]",125
266,"[ 2.22687149  0.          1.54269528  0.44675946  1.14976835  0.
  2.88009429  0.          3.07282829  0.2485974   3.50393534  0.          0.
  1.8462851   0.06734198  2.79135227  2.85323977  0.          0.
  0.06160529  1.16078341  0.          0.          1.20616746  0.
  0.76540518  0.60830182  0.55174339  0.          0.          0.
  1.65026569]",305
267,"[ 2.58775735  0.          1.94427013  0.60711581  1.16923535  0.
  3.03736711  0.          3.76435351  0.34474412  3.71938777  0.          0.
  2.15418577  0.03295094  3.43247199  3.46669173  0.          0.
  0.65157241  1.25785792  0.          0.19585885  1.94108212  0.
  0.62193269  0.92291892  0.80134076  0.          0.          0.
  1.64543128]",1227
268,"[ 2.63602328  0.          1.89055872  0.15710659  0.95274001  0.
  3.48988652  0.          3.27729964  0.          3.90245414  0.          0.
  1.98116219  0.07797844  3.06574059  3.19898367  0.          0.
  0.15425512  1.27862585  0.          0.12861946  1.37388635  0.
  0.44633403  0.95883626  0.54516673  0.          0.          0.
  1.83944905]",1228
269,"[ 2.22436476  0.          1.72656786  0.22476545  0.83651787  0.
  2.89780879  0.          2.87379622  0.          3.06262207  0.          0.
  1.780828    0.          2.57888031  2.41391802  0.          0.
  0.10165924  1.18174052  0.          0.          0.94771934  0.
  0.28902835  0.92435002  0.49892688  0.          0.          0.
  1.65471828]",126
270,"[ 2.36519003  0.          2.18392849  0.2538563   1.06626201  0.
  2.79526758  0.          3.30644155  0.09639849  3.19508076  0.          0.
  2.18878651  0.25392711  2.95037007  2.76781845  0.          0.          0.3125211
  1.03678811  0.          0.04583513  1.47047102  0.          0.32143587
  0.35192952  0.55043799  0.          0.          0.          1.65200651]",127
271,"[ 2.77872372  0.04303563  1.93453908  0.65037054  0.88007277  0.
  3.66797423  0.          3.05449963  0.19247504  4.5096364   0.          0.
  1.26813173  0.03213046  2.89221644  3.6094377   0.          0.
  0.44287506  1.23234499  0.15525594  0.36369824  1.93174207  0.
  0.27343673  0.94425094  0.49073303  0.          0.3237111   0.
  1.55294085]",643
272,"[ 2.52954698  0.          1.91440022  0.40513125  0.87622559  0.
  3.12034011  0.          2.80038309  0.25965795  3.96190572  0.          0.
  1.21933377  0.07539105  2.70167112  2.98546171  0.          0.
  0.40998697  1.25976348  0.40340683  0.09358881  1.63092518  0.
  0.27168831  0.93963033  0.31588057  0.          0.24300285  0.
  1.25913751]",644
273,"[ 3.56770253  0.          1.9675951   0.29058382  1.15811932  0.
  3.92149067  0.          3.69297695  0.          5.22023535  0.          0.
  1.22207248  0.05244877  3.10843253  3.85569     0.          0.
  0.32014289  1.58565915  0.50760627  0.22974677  1.78636944  0.
  0.41859725  1.05221927  0.7965492   0.          0.25559923  0.          1.8806057 ]",189
274,"[ 3.0836575   0.          1.77302921  0.24029315  0.82040817  0.
  3.54426932  0.          2.79409647  0.21524732  4.48574924  0.          0.
  0.86781365  0.16931437  2.88261056  3.2099731   0.          0.
  0.35422483  1.47304535  0.33579332  0.02165979  1.44716585  0.
  0.17692661  1.17427361  0.51529866  0.          0.58207428  0.
  1.57938719]",645
275,"[ 3.00840759  0.          1.94136667  0.32233331  0.97441173  0.
  3.29556227  0.          3.06965709  0.          4.47589874  0.          0.
  1.52265573  0.26702327  2.85106969  3.2702167   0.          0.
  0.30659527  1.34578884  0.34897792  0.          1.18848193  0.          0.8159256
  0.90724897  0.57644039  0.          0.11153244  0.          1.47338009]",930
276,"[ 2.39755797  0.          2.21783328  0.99363524  0.94690728  0.
  4.32881498  0.          3.32192636  0.          3.85083127  0.31761733
  0.          0.96471536  0.55817032  3.00379825  3.58307552  0.          0.
  0.          2.26251221  1.77789366  2.17397618  2.26276517  0.          0.
  0.          1.36191905  0.          0.          0.          2.54616976]",131
277,"[ 2.59269023  0.          2.77348375  1.08981371  0.88675517  0.
  4.68187809  0.          3.51773834  0.          4.16894197  0.35127825
  0.          1.29119527  0.82306182  3.42843938  3.85912108  0.04456848
  0.          0.07973881  2.49565268  1.82247186  2.70517802  2.63710284
  0.          0.          0.          1.28432012  0.          0.          0.
  2.58522558]",222
278,"[ 3.28572774  0.13714519  3.18246818  1.21763277  1.84066784  0.
  3.65131783  0.          3.66142011  0.          3.03828382  0.27927816
  0.          1.76161933  0.63983059  3.72183394  3.37340474  0.05972102
  0.          1.48101342  2.02617669  1.28930008  1.51555562  2.00772214
  0.          0.          0.          1.24700785  0.          0.57856888
  0.28582063  1.61623681]",136
279,"[ 3.34439063  0.02909588  3.12775803  1.58909369  1.79513502  0.
  3.88709998  0.1434288   3.66993499  0.          3.10789919  0.59465301
  0.          1.78384936  0.39376655  3.59937787  3.53816104  0.30434632
  0.          1.13917661  2.54556465  1.29402661  1.20182347  2.06697917
  0.          0.          0.          0.82595932  0.          0.75458378
  0.01548073  1.51928651]",138
280,"[ 3.34249282  0.58545876  3.45926404  1.02512729  1.86076975  0.
  4.01615524  0.12856215  3.58541083  0.          3.37291884  0.86574334
  0.          2.26104665  0.46144342  4.17123985  3.85667157  0.18274072
  0.          1.33636999  2.49077511  1.27509499  1.21464086  2.04654598
  0.          0.          0.35179129  1.21709967  0.          0.50904977
  0.52759719  1.757985  ]",140
281,"[ 2.55187654  0.          2.3282032   1.15489507  0.8264665   0.
  3.15072918  0.          2.48615551  0.          2.63406801  0.17809924
  0.          1.0602361   0.74132949  2.49368334  2.02786112  0.26828524
  0.          1.09866714  1.9128809   0.41937727  0.97532421  1.9109447
  0.11709173  0.          0.30388212  0.4336578   0.          0.33616236
  0.          1.04851067]",154
282,"[ 2.92961049  0.          2.61337352  1.26702178  1.07972932  0.
  3.42476296  0.          2.89500022  0.          2.67635798  0.14840397
  0.          1.20720673  0.43165964  2.50689745  2.22790051  0.          0.
  1.01232183  2.22446704  0.96823317  1.07098413  1.93554902  0.23150569
  0.          0.          0.66288173  0.          0.37246796  0.
  1.24847436]",198
283,"[ 2.84315252  0.          2.81820869  1.5180372   1.83500659  0.          3.1904192
  0.          2.59284997  0.          2.53147364  0.35246953  0.          1.289379
  0.67488158  2.98403144  2.85460806  0.4228031   0.          0.93251961
  1.68760657  0.64799052  1.35279334  1.53961313  0.34839004  0.
  0.67869526  0.85995054  0.          0.54195124  0.          0.60668772]",497
284,"[ 3.19631433  0.          2.84159708  0.97362345  1.77461541  0.
  3.50767398  0.          3.55525088  0.          3.25962687  0.          0.
  1.37388206  0.14439653  2.83253121  2.96500158  0.          0.
  0.86784673  1.92576528  1.16491377  1.11450541  1.61747503  0.          0.
  0.          0.78617209  0.          0.23592862  0.          1.46483707]",810
285,"[ 3.10319114  0.          2.77888417  1.01032317  1.93214476  0.
  3.52422476  0.          3.6919477   0.          3.28968167  0.          0.
  2.08666658  0.30849048  2.99876285  3.18282485  0.13872959  0.          0.6287185
  1.74768841  1.26324582  1.16169834  1.79303908  0.          0.          0.
  0.62068915  0.          0.12233377  0.          1.76742303]",941
286,"[ 3.07904983  0.          2.74395061  1.19965839  1.91857755  0.
  3.66249132  0.          3.3511703   0.          2.94272208  0.08087085
  0.          1.73207998  0.52140778  2.74055076  2.92298865  0.27412108
  0.          0.74906474  1.6539402   0.94741046  1.13225639  1.6142931   0.
  0.          0.          0.54375088  0.          0.27395359  0.
  1.75075102]",191
287,"[ 2.87665486  0.          2.65304923  1.03021789  1.42187929  0.
  3.32408834  0.0157908   3.35210633  0.          3.12405539  0.          0.
  1.71346772  0.25782749  2.80094147  2.60466647  0.          0.
  0.71864939  1.63933182  1.36393166  0.98655969  1.71636283  0.          0.
  0.          0.74652231  0.          0.38411647  0.          1.91062939]",942
288,"[  3.01991868e+00   0.00000000e+00   2.96157074e+00   9.17657793e-01
   1.44409382e+00   0.00000000e+00   3.38880014e+00   8.57916027e-02
   3.11112952e+00   0.00000000e+00   3.25891757e+00   3.27331107e-03
   0.00000000e+00   1.85321915e+00   3.44110280e-01   2.86488700e+00
   2.74129701e+00   2.66258866e-01   0.00000000e+00   8.34632039e-01
   1.74612486e+00   1.26558423e+00   1.03815246e+00   1.64091635e+00
   0.00000000e+00   0.00000000e+00   0.00000000e+00   4.49541330e-01
   0.00000000e+00   2.22184569e-01   0.00000000e+00   1.73879397e+00]",790
289,"[ 3.12238002  0.          2.85333443  1.2680167   1.94636583  0.          3.4046185
  0.          3.61259937  0.          2.97729731  0.          0.
  1.80767775  0.33493423  2.95923042  2.85145807  0.14033425  0.
  0.94350725  1.81727755  1.35436738  1.05653465  1.73306966  0.          0.
  0.          0.74978042  0.          0.58425307  0.          1.69641209]",943
290,"[ 3.16579008  0.          2.97189498  1.18477392  1.85089135  0.
  3.51324296  0.          3.79261613  0.          3.0090332   0.00761847
  0.          1.99377     0.35209498  2.97840452  3.036834    0.          0.
  0.94764507  1.7800194   1.42774379  1.16470146  1.87684917  0.          0.
  0.          0.7848385   0.          0.67828947  0.          1.9881959 ]",944
291,"[ 2.52485394  1.13911891  2.7290318   0.4062666   1.09264708  0.
  3.20421815  0.49395943  2.54628921  0.          3.28099608  1.15854633
  0.          1.99134028  0.12876205  3.31009674  3.54157639  0.29094404
  0.          0.84055692  1.76088738  1.20351839  0.74195701  1.44804347
  0.          0.          0.56173658  1.26433325  0.          0.1298636
  0.45489165  1.59353352]",390
292,"[ 3.02274847  0.37050152  3.36188579  0.96481526  1.6171484   0.          3.4448607
  0.21014245  3.39822102  0.          3.20982194  0.80098176  0.
  2.18546057  0.53616631  4.15751982  3.57099414  0.18823104  0.
  0.98112619  2.21406364  1.32460976  1.23191011  2.00694585  0.          0.
  0.17882119  1.19970071  0.          0.65159822  0.26920128  1.83890998]",605
293,"[ 2.31053424  0.46229979  2.75278473  0.74928528  1.40442741  0.
  3.29844689  0.18374065  2.94369507  0.          2.97874808  0.86204839
  0.          2.08834004  0.01062168  3.22358179  3.60100269  0.14738314
  0.          0.00445358  2.13699389  1.20988286  0.63320941  1.40357864
  0.          0.          0.56160754  1.02860701  0.          0.40419033
  0.47741368  2.07478428]",367
294,"[ 2.76150537  0.4758203   3.11896539  0.65282005  1.48855984  0.
  3.00772929  0.          3.12074232  0.          2.86362314  0.68708771
  0.          2.01114678  0.63346708  3.72882628  3.25475883  0.          0.
  1.32143927  2.01696587  1.24938822  1.1696595   1.67016566  0.          0.
  0.01007085  1.20569384  0.          0.57791787  0.23013832  1.4977926 ]",1221
295,"[ 3.2258966   0.          2.94110036  1.04845262  0.73916948  0.          3.9801271
  0.          3.81660438  0.          4.21832037  0.          0.
  2.43385363  0.          3.93668318  3.47393036  0.          0.
  0.62907451  1.6088903   0.06824598  1.59742427  2.52617455  0.          0.
  0.16719095  0.19811594  0.          0.          0.          1.95113158]",147
296,"[ 3.62433743  0.          2.82474422  1.29142416  0.95587134  0.
  3.92769098  0.          4.00850058  0.          4.91937256  0.          0.
  2.25216413  0.03843016  4.17188311  3.49012017  0.          0.          0.437424
  1.65054083  0.26237527  2.04956174  2.40986466  0.          0.
  0.37666455  0.13496684  0.          0.          0.          2.02150965]",702
297,"[ 3.449512    0.          3.40583634  0.84386134  0.76222962  0.
  3.82889414  0.          3.93839979  0.          4.74671984  0.          0.
  2.33622503  0.          4.16497755  3.37125897  0.          0.
  0.63547099  1.5265106   0.57729566  1.83414721  2.71036267  0.          0.
  0.063689    0.34663004  0.          0.          0.          2.23995304]",703
298,"[ 3.63085699  0.          3.26060152  0.6036399   0.93921804  0.
  4.06284332  0.          3.90909553  0.          4.79121017  0.          0.
  2.30016661  0.          4.0239172   3.49142575  0.          0.
  0.96453583  1.53381515  0.75797707  1.70749438  2.77823949  0.          0.
  0.34526768  0.71035969  0.          0.          0.          2.52861834]",401
299,"[ 3.23560023  0.          2.95193386  1.12692893  0.54418814  0.          3.8525703
  0.          3.81197858  0.          4.9005127   0.          0.
  2.05147696  0.          3.84378743  3.41794348  0.          0.          0.
  1.24859154  0.54676765  1.78768861  2.56273746  0.          0.
  0.26858169  0.72039336  0.          0.          0.          2.23639441]",704
300,"[ 3.39227009  0.          3.1685183   0.8917585   1.1134218   0.
  3.78365517  0.          3.81908226  0.          4.4492445   0.          0.
  2.42419004  0.          3.93630147  3.51741505  0.          0.          0.2783469
  1.09582353  0.36201915  1.85581481  2.67570305  0.          0.
  0.13190678  0.492751    0.          0.          0.          2.13678694]",709
301,"[ 2.57462955  0.08492565  3.00980902  1.0804944   1.47920287  0.
  2.93172002  0.          3.15812826  0.          3.80247021  0.23872873
  0.          1.6773932   0.23889197  3.34761786  3.45226216  0.          0.
  0.10942174  1.26024115  0.36775619  0.87058234  1.22974551  0.          0.
  1.01559699  0.58919162  0.          0.          0.04568462  1.02596879]",157
302,"[  2.31287003e+00   5.08582711e-01   2.05605531e+00   1.29529357e-01
   1.77318251e+00   0.00000000e+00   4.56566048e+00   0.00000000e+00
   3.13728452e+00   1.69381499e-01   4.03972816e+00   3.12783476e-03
   0.00000000e+00   1.52598095e+00   4.03197318e-01   2.92706275e+00
   4.75405455e+00   0.00000000e+00   0.00000000e+00   1.32271361e+00
   1.88414788e+00   0.00000000e+00   4.05488253e-01   1.16946638e+00
   0.00000000e+00   0.00000000e+00   8.86785448e-01   1.04862964e+00
   0.00000000e+00   4.79232490e-01   0.00000000e+00   1.15495026e+00]",165
303,"[ 2.188236    0.63142627  1.59217012  0.13545039  1.46223199  0.
  3.73693848  0.          2.66326904  0.29401067  3.43716455  0.06874854
  0.          1.53554046  0.42496121  2.47273779  3.96687007  0.          0.
  1.24654877  1.66651165  0.          0.57494724  1.15054131  0.
  0.02815426  0.33811066  0.90663683  0.          0.23127162  0.
  0.79408759]",166
304,"[ 2.22240305  0.70905823  1.99913752  0.12254899  1.39914632  0.
  3.79329443  0.          2.94758725  0.10517153  3.39080191  0.07071457
  0.          1.43412817  0.00623426  2.4323175   4.2622695   0.          0.
  1.43295932  1.61560345  0.04544053  0.44027936  1.12831581  0.          0.
  0.31652993  0.99218655  0.          0.19693676  0.          1.00817192]",167
305,"[ 2.42501378  0.68373019  1.92032278  0.25941932  1.45577109  0.
  4.31522655  0.          3.18940711  0.36473662  3.62335491  0.          0.
  1.63667881  0.15155262  2.8255465   4.51696301  0.          0.
  1.16161978  1.62776935  0.          0.37331122  1.22756803  0.
  0.27025756  0.4610585   0.7362259   0.          0.08960104  0.
  1.22099793]",424
306,"[ 2.6782043   0.90490443  1.89489198  0.19537248  1.54589355  0.
  4.40051031  0.          2.89361     0.06630945  3.55852985  0.27162352
  0.          1.92545807  0.30450264  2.91983342  4.34991646  0.          0.
  1.40014243  1.8882091   0.          0.34333456  1.19831479  0.
  0.40387625  0.55015057  0.79073471  0.          0.          0.
  0.86308771]",425
307,"[ 2.85196829  0.          3.81501555  0.77709132  1.63361692  0.
  3.94546604  0.          3.6570878   0.04915216  3.26263666  0.          0.
  1.67487586  0.          3.55624795  3.49970651  0.26471418  0.
  1.23643589  1.82881987  1.18144035  0.99332911  2.19305301  0.          0.
  0.38166994  0.98398221  0.          0.37378162  0.          1.76635242]",180
308,"[ 2.75466084  0.          2.97820163  1.34045231  0.33183843  0.
  2.63580632  0.          3.01638889  0.          2.35495806  0.          0.
  2.07297802  0.44816267  3.45830512  2.62971425  0.          0.
  1.02187169  1.96791291  1.13542295  0.96816844  2.17560768  0.          0.
  0.          0.8027277   0.39768347  0.6738162   0.          1.71906972]",1089
309,"[ 2.59629869  0.          2.82446241  1.63059187  0.83286482  0.
  2.85031176  0.          3.44697118  0.          2.2589643   0.          0.
  2.1431427   0.39063922  3.32137871  3.21842837  0.          0.
  0.93903887  2.27023745  1.45658028  0.71403152  2.24392152  0.          0.
  0.          0.94580805  0.13556843  0.92456776  0.          1.7937355 ]",985
310,"[ 2.81605053  0.          3.01305747  1.5961262   0.68631566  0.
  2.85297418  0.          3.32068944  0.          2.42538786  0.          0.
  2.283216    0.48089084  3.80076408  2.98746562  0.          0.
  1.31265759  2.31467271  1.27210796  0.83799177  1.84617019  0.          0.
  0.          0.88007903  0.54022974  0.71982551  0.          1.41078961]",681
311,"[ 2.36303806  0.          3.22934961  0.35244361  1.21684933  0.
  3.01101398  0.          3.34490538  0.          2.82079363  0.          0.
  1.77428913  0.03020458  3.46137333  2.81992006  0.68789375  0.
  1.06324339  1.67679071  1.26395845  0.66670316  1.52198458  0.          0.
  0.31619176  0.96687162  0.          0.60170603  0.          1.820086  ]",184
312,"[ 2.56974602  0.          3.30181336  0.62737882  1.58173513  0.
  3.61523199  0.          3.77424026  0.          3.42833591  0.          0.
  1.81571233  0.          3.37325263  3.28196239  0.37436754  0.
  1.13763726  1.92483842  1.36138499  0.67995781  1.91501355  0.          0.
  0.28450322  1.24975085  0.          0.29043004  0.          1.91542423]",186
313,"[ 2.1619029   0.          3.11457896  0.46762219  1.10261714  0.
  3.08177137  0.          3.09796929  0.21429017  3.20709491  0.10806313
  0.          1.82233834  0.          2.89306521  2.94727874  0.50946581
  0.          0.67829394  1.70138168  1.13345253  0.70793378  1.60907149
  0.          0.          0.40257928  0.81547838  0.          0.27952769
  0.          1.48549342]",545
314,"[ 2.14629197  0.          2.90801024  0.58465677  1.46795797  0.
  3.05038476  0.          3.05147648  0.          2.91270137  0.          0.
  1.51552403  0.10391162  3.25987339  3.05746794  0.31975785  0.
  0.84348613  1.7299397   1.15804076  0.98804575  1.58790731  0.          0.
  0.0841939   1.21560478  0.          0.28816599  0.          1.65623486]",880
315,"[ 3.75989199  0.85262841  2.55294418  0.94608879  0.17021053  0.
  4.84572792  0.          4.01915884  0.          5.71694946  0.          0.
  1.5685159   0.          3.38751101  3.54886484  0.          0.
  0.36647502  1.33763969  0.4853887   0.10348003  2.12933969  0.
  0.05312961  2.05190659  0.83178312  0.          0.          0.          2.0785594 ]",187
316,"[ 3.4834981   0.61113101  1.6874181   0.82226777  0.50107348  0.
  4.06155205  0.          2.86344194  0.          5.25943089  0.          0.
  1.3719362   0.03979582  2.61971879  3.30622292  0.          0.          0.
  1.10173643  0.39611042  0.24503925  1.52213991  0.          0.18794093
  1.32582569  0.50641352  0.          0.          0.          1.32459342]",188
317,"[ 3.61384201  0.5708878   2.11549735  0.90767878  0.16678914  0.
  4.45273352  0.          3.70520329  0.          5.63879013  0.          0.
  1.30231881  0.          3.04898095  3.24693561  0.          0.          0.
  1.46198404  0.81278706  0.07875223  2.04633784  0.          0.07345252
  1.37645972  0.68922704  0.          0.          0.          2.24847126]",415
318,"[ 3.74578691  0.82632619  2.32276607  1.03804493  0.27885479  0.
  4.48935556  0.          3.80931449  0.          5.66482496  0.          0.
  1.39341414  0.          3.29877806  3.15432906  0.          0.          0.
  1.50270009  0.64487809  0.18121992  1.82506728  0.          0.33778962
  1.73251569  0.55774474  0.          0.          0.          2.0830164 ]",961
319,"[ 3.60524035  0.61052012  2.48061752  0.96897042  0.25589079  0.
  4.53028154  0.          3.78463197  0.          5.48721075  0.          0.
  1.31698573  0.          3.39818525  3.47025228  0.          0.
  0.35270298  1.42860997  0.70973033  0.          1.97610593  0.
  0.19473872  1.59007525  0.76611418  0.          0.          0.
  2.22446108]",853
320,"[ 3.22023296  0.40711764  2.61104608  1.24804389  0.66335607  0.
  4.37402296  0.          3.8439045   0.          4.90490723  0.          0.
  1.98106301  0.          3.63630295  3.63260937  0.          0.
  0.16685207  1.42246079  0.45822531  0.24125095  1.93404162  0.
  0.48390147  1.71873951  0.36903763  0.          0.          0.
  1.86096168]",772
321,"[ 3.41331124  0.66554552  2.21805239  0.83415323  0.73425186  0.
  4.25174809  0.          3.6504972   0.          5.49591208  0.          0.
  1.5407052   0.          3.24606013  3.48012853  0.          0.          0.
  1.11301494  0.44490197  0.38399446  1.85496306  0.          0.32211122
  1.60009539  0.53226364  0.          0.          0.          1.9177978 ]",838
322,"[ 2.68531895  0.          1.9075371   0.56062818  0.8308261   0.
  3.33731318  0.          2.93955326  0.17604198  4.05830145  0.          0.
  0.9596197   0.0263571   2.63626337  3.05348945  0.          0.
  0.10953254  1.29436207  0.51263338  0.28254485  1.75701082  0.
  0.06001841  1.02570808  0.47492933  0.          0.29309022  0.
  1.54261744]",1002
323,"[ 3.85014248  0.          2.612638    0.          1.81242299  0.
  4.88597298  0.          3.21995687  0.          2.86050582  0.27865911
  0.          1.26909351  1.03443718  3.41206789  3.16603327  0.78801721
  0.          2.15850568  2.98614335  0.90282339  0.49847132  1.45018125
  0.23358545  0.          1.08616662  1.14674687  0.          0.82075506
  0.          2.41286898]",868
324,"[ 3.71990252  0.21343048  2.97720456  0.          1.922809    0.
  5.04138422  0.          2.87559938  0.          2.98116946  0.42469728
  0.          1.57856381  0.70783675  4.48300028  3.77331138  0.82354957
  0.          1.89290404  2.52195334  0.45904744  0.53818536  1.40097427
  0.79256546  0.          1.29336953  1.00797391  0.          0.95341659
  0.          2.15852451]",364
325,"[ 2.76014328  0.18706277  2.09953451  1.26504958  1.41080713  0.
  2.98506165  0.          3.209337    0.          3.22890449  0.          0.
  0.87894821  0.32394093  2.99000096  2.86282516  0.          0.
  0.36291882  1.59531033  0.77178216  1.35530686  1.52615333  0.14747289
  0.          0.20592251  1.13331521  0.          0.40255097  0.
  1.24620843]",563
326,"[ 2.33997774  0.44636452  2.32767177  1.05053473  1.38927078  0.
  2.63720417  0.          2.90853834  0.          2.81838918  0.          0.
  0.9898442   0.37644121  3.11387134  2.89793777  0.          0.
  0.49044091  1.39298224  0.60454434  1.20727861  1.06116414  0.          0.
  0.54203928  1.06781805  0.          0.48002797  0.          0.76891357]",1099
327,"[ 2.25102305  0.19031666  2.30005336  0.83055043  1.27461064  0.
  2.88479352  0.          2.71863794  0.          2.95321918  0.          0.
  0.7558133   0.38062397  2.8462255   2.60720158  0.          0.
  0.41943318  1.09493339  0.10921301  0.78172076  0.99026     0.11771794
  0.          0.55217195  0.8736285   0.          0.12915729  0.
  1.06873953]",1100
328,"[ 2.41469502  0.33664769  2.22881699  1.14856839  1.56085908  0.
  3.01950073  0.          2.65867186  0.          2.738554    0.          0.
  0.75574565  0.75747728  3.01100254  3.13309813  0.          0.
  0.31911185  1.2745136   0.05951073  1.41108179  0.78772879  0.07045584
  0.          0.47857025  1.1754117   0.          0.31315351  0.          0.6037783 ]",1101
329,"[ 2.47921062  0.33410454  2.76741624  1.10700393  1.51680243  0.
  2.84195018  0.          3.25097799  0.          3.14525819  0.          0.
  1.15682733  0.45923942  3.23193908  3.04974294  0.          0.
  0.46376866  1.35350466  0.55253023  1.47828794  1.12028992  0.          0.
  0.52722883  0.98976618  0.          0.36279389  0.          0.75402588]",1102
330,"[ 1.77372384  0.55608577  1.91025603  0.87226719  0.27244172  0.
  2.09879541  0.          2.57375383  0.          2.94577479  0.          0.
  1.19887674  0.          2.17484283  2.04331779  0.          0.
  0.51035994  1.26869607  0.39481682  0.72778934  1.3510797   0.          0.
  0.28199247  0.49365726  0.          0.29220018  0.          0.76597077]",208
331,"[ 3.62454987  0.          2.77583313  0.          1.69966483  0.          4.0773406
  0.          2.77477121  0.          2.72397852  0.22016399  0.
  1.42544889  0.93002808  4.15712881  2.83710194  0.69977915  0.
  1.96428466  2.35003757  0.68577248  0.487571    1.18870747  0.48924226
  0.          0.90853262  0.85662901  0.          0.8852073   0.
  2.56382418]",210
332,"[ 3.81374478  0.          3.01471686  0.          1.43676114  0.
  4.14905834  0.          2.90653324  0.          3.05793214  0.57728201
  0.          2.12940359  0.88879466  4.04163313  3.09653592  0.9368847   0.
  1.85592043  2.67616963  0.91708052  0.56465632  1.55230892  0.33968091
  0.          0.68066221  0.72079301  0.          0.52011466  0.          2.676826  ]",211
333,"[ 3.61775541  0.08951862  2.50095105  0.          1.35373998  0.
  3.94402719  0.          2.50281596  0.          2.86764932  0.3127031   0.
  1.40118539  0.34583494  3.30321717  2.53370142  0.98571801  0.
  1.30591369  2.36776972  0.90283424  0.47283483  1.35713196  0.41750807
  0.          1.09328985  0.54600203  0.          0.47838128  0.07613884
  2.72432518]",212
334,"[ 3.9965589   0.          3.15060663  0.          1.70882738  0.
  4.52703381  0.          3.40950298  0.          3.39371991  0.07805088
  0.          1.74169302  0.76765019  4.30981874  3.16828537  0.76562524
  0.          1.85035789  2.49989986  1.02240705  0.63239104  1.57533896
  0.31700665  0.          1.01126158  0.9151144   0.          0.72130758
  0.          2.85302162]",213
335,"[ 3.20411634  0.          2.74878407  0.          1.38302875  0.
  3.66050792  0.          2.57772064  0.          2.76561832  0.12378802
  0.          1.58773625  0.792108    3.30531669  2.4950192   0.58793277
  0.          1.68429089  2.03337622  0.72638583  0.82354105  1.26418757
  0.40378183  0.          0.72499907  0.72877234  0.          0.42879924
  0.04576153  2.09533501]",316
336,"[ 3.536237    0.          2.40778184  0.          1.64874029  0.
  4.05058336  0.          2.89089561  0.          2.94837093  0.53305864
  0.          1.68048263  0.62022692  3.75678921  3.04291105  0.91687423
  0.          1.31441402  2.21554613  0.83590966  0.53344244  1.48264611
  0.46783102  0.          0.37009707  0.68125373  0.          0.52889472
  0.          2.97974825]",317
337,"[ 4.03606892  0.02906508  2.85534406  0.          1.93148911  0.
  4.10266829  0.          2.90337682  0.          2.93046665  0.58353412
  0.          1.70095754  1.05848503  3.86764884  2.83670163  0.82504898
  0.          2.15919542  2.57933044  1.10981321  1.11454928  1.76294756
  0.3023243   0.          0.68931019  0.79665196  0.15450941  0.58768946
  0.          2.47953653]",602
338,"[ 1.87838745  0.17596734  2.14632583  0.45588988  0.7448507   0.
  1.62567174  0.          2.19177461  0.18614645  2.29096985  0.45260495
  0.          1.85152495  0.64075774  3.33139849  2.49004674  0.          0.
  0.86063278  1.07184863  0.81785816  1.63984466  1.65168154  0.          0.
  0.          0.8518464   0.          0.25293976  0.          0.94803685]",216
